text,preprocess_texts,preprocess_texts_no_symboll,tokens
RT @Iran1Mehdi: یکی از معجزه های جمهوری اسلامی اینه که حق انتخاب خوراک و پوشاک و به مردم نداده ، ولی حق انتخاب رئیس جمهور و داده به مردم ht…,یکی از معجزه های جمهوری اسلامی اینه که حق انتخاب خوراک و پوشاک و به مردم نداده  ولی حق انتخاب رئیس جمهور و داده به مردم h,یکی از معجزه های جمهوری اسلامی اینه که حق انتخاب خوراک و پوشاک و به مردم نداده  ولی حق انتخاب رئیس جمهور و داده به مردم h,"['یکی', 'از', 'معجزه', 'های', 'جمهوری', 'اسلامی', 'اینه', 'که', 'حق', 'انتخاب', 'خوراک', 'و', 'پوشاک', 'و', 'به', 'مردم', 'نداده', 'ولی', 'حق', 'انتخاب', 'رئیس', 'جمهور', 'و', 'داده', 'به', 'مردم', 'h']"
@elhamnadaf @Ehsanrostamipor توی اون باغ وحش افسردگی نگیرند عجیبه!,توی اون باغ وحش افسردگی نگیرند عجیبه,توی اون باغ وحش افسردگی نگیرند عجیبه,"['توی', 'اون', 'باغ', 'وحش', 'افسردگی', 'نگیرند', 'عجیبه']"
"@madarebadbakhti وقتی حتی درحد دیوار حائل که یکی از مهمترین مشکلات مردم اونجاست اطلاعات ندارید
چجوری میگید لبنان بو… https://t.co/f40w4if06x",وقتی حتی درحد دیوار حائل که یکی از مهمترین مشکلات مردم اونجاست اطلاعات نداریدچجوری میگید لبنان بو,وقتی حتی درحد دیوار حائل که یکی از مهمترین مشکلات مردم اونجاست اطلاعات نداریدچجوری میگید لبنان بو,"['وقتی', 'حتی', 'درحد', 'دیوار', 'حائل', 'که', 'یکی', 'از', 'مهمترین', 'مشکلات', 'مردم', 'اونجاست', 'اطلاعات', 'نداریدچجوری', 'میگید', 'لبنان', 'بو']"
"آشفتگی در انتخابات با ورود رئیسی و لاریجانی
#رئیسی_جلاد۶۷
#ایران

https://t.co/ACECm3ylT6
 ممنون میشم کنفرانس را به اشتراک بگذارید",آشفتگی در انتخابات با ورود رئیسی و لاریجانی رئیسی جلاد۶۷ ایران ممنون میشم کنفرانس را به اشتراک بگذارید,آشفتگی در انتخابات با ورود رئیسی و لاریجانی رئیسی جلاد۶۷ ایران ممنون میشم کنفرانس را به اشتراک بگذارید,"['آشفتگی', 'در', 'انتخابات', 'با', 'ورود', 'رئیسی', 'و', 'لاریجانی', 'رئیسی', 'جلاد', '۶۷', 'ایران', 'ممنون', 'میشم', 'کنفرانس', 'را', 'به', 'اشتراک', 'بگذارید']"
@leoarshia @hamidhaami فیدات میمون♥️,فیدات میمون♥️,فیدات میمون,"['فیدات', 'میمون']"
RT @MMasihm: ولی به نظرم هنر بازیگری پانته‌آ پناهی‌‌ها خیلی داره دست کم گرفته میشه. https://t.co/sM7SJHjCxh,ولی به نظرم هنر بازیگری پانته‌آ پناهی‌‌ها خیلی داره دست کم گرفته میشه,ولی به نظرم هنر بازیگری پانتهآ پناهیها خیلی داره دست کم گرفته میشه,"['ولی', 'به', 'نظرم', 'هنر', 'بازیگری', 'پانتهآ', 'پناهیها', 'خیلی', 'داره', 'دست', 'کم', 'گرفته', 'میشه']"
@dahanetobebandd سال بعد میبینمت🤡🤡🤡,سال بعد میبینمت,سال بعد میبینمت,"['سال', 'بعد', 'میبینمت']"
"RT @chensmile8022: نکنه تولدمه امروز اینقدر باهام مهربون شدید؟
WE ARE ONE EXO IS NINE 🤍
#엑소 #EXO
@weareoneEXO
@B_Hundred_Hyun
@layzhang htt…",نکنه تولدمه امروز اینقدر باهام مهربون شدیدwe ae one exo is nine  엑소  exo h,نکنه تولدمه امروز اینقدر باهام مهربون شدیدwe ae one exo is nine    exo h,"['نکنه', 'تولدمه', 'امروز', 'اینقدر', 'باهام', 'مهربون', 'شدیدwe', 'ae', 'one', 'exo', 'is', 'nine', 'exo', 'h']"
RT @mrdawkinz1: درست مثل پیامبر اسلام که مسلمانان را با بهشت مجانی فریب داده،خمینی هم ایرانیها را با آب و برق مجانی فریب داد!!!,درست مثل پیامبر اسلام که مسلمانان را با بهشت مجانی فریب دادهخمینی هم ایرانیها را با آب و برق مجانی فریب داد,درست مثل پیامبر اسلام که مسلمانان را با بهشت مجانی فریب دادهخمینی هم ایرانیها را با آب و برق مجانی فریب داد,"['درست', 'مثل', 'پیامبر', 'اسلام', 'که', 'مسلمانان', 'را', 'با', 'بهشت', 'مجانی', 'فریب', 'دادهخمینی', 'هم', 'ایرانیها', 'را', 'با', 'آب', 'و', 'برق', 'مجانی', 'فریب', 'داد']"
"RT @isonearmyy: بچه ها بعد اینکه کلی آدم فالو کردم و لیمیت شدم 
اینتراکشن و ایمپرشن اکانت نابود شده ):
میشه اگه اینو تو تایم لاین میبیند شد…",بچه ها بعد اینکه کلی آدم فالو کردم و لیمیت شدم اینتراکشن و ایمپرشن اکانت نابود شده میشه اگه اینو تو تایم لاین میبیند شد,بچه ها بعد اینکه کلی آدم فالو کردم و لیمیت شدم اینتراکشن و ایمپرشن اکانت نابود شده میشه اگه اینو تو تایم لاین میبیند شد,"['بچه', 'ها', 'بعد', 'اینکه', 'کلی', 'آدم', 'فالو', 'کردم', 'و', 'لیمیت', 'شدم', 'اینتراکشن', 'و', 'ایمپرشن', 'اکانت', 'نابود', 'شده', 'میشه', 'اگه', 'اینو', 'تو', 'تایم', 'لاین', 'میبیند', 'شد']"
@Barbodcamo بله گر نیک بنگریم همه قاتلن.,بله گر نیک بنگریم همه قاتلن,بله گر نیک بنگریم همه قاتلن,"['بله', 'گر', 'نیک', 'بنگریم', 'همه', 'قاتلن']"
@PrizzieFrizzie بله چون جذابه، نه اون سیاه برده‌ی لوچ که با ریش پروفسوری دامن می‌پوشه.,بله چون جذابه نه اون سیاه برده‌ی لوچ که با ریش پروفسوری دامن می‌پوشه,بله چون جذابه نه اون سیاه بردهی لوچ که با ریش پروفسوری دامن میپوشه,"['بله', 'چون', 'جذابه', 'نه', 'اون', 'سیاه', 'بردهی', 'لوچ', 'که', 'با', 'ریش', 'پروفسوری', 'دامن', 'میپوشه']"
RT @Navid11111: یادمه دوستم از این دکه‌ای ها ساندویچ میخرید، بعد این دکه دو برابر قیمت میفروخت، اینم برای جبران کردن پولش، ظرف سس رو خالی م…,یادمه دوستم از این دکه‌ای ها ساندویچ میخرید بعد این دکه دو برابر قیمت میفروخت اینم برای جبران کردن پولش ظرف سس رو خالی م,یادمه دوستم از این دکهای ها ساندویچ میخرید بعد این دکه دو برابر قیمت میفروخت اینم برای جبران کردن پولش ظرف سس رو خالی م,"['یادمه', 'دوستم', 'از', 'این', 'دکهای', 'ها', 'ساندویچ', 'میخرید', 'بعد', 'این', 'دکه', 'دو', 'برابر', 'قیمت', 'میفروخت', 'اینم', 'برای', 'جبران', 'کردن', 'پولش', 'ظرف', 'سس', 'رو', 'خالی', 'م']"
"RT @1directionIran: ريپلاي هاي اينو برسونين ٩٠٠ 🕺🏻
اتحاد نيستتت كه لعنتي يه پا ارتشيم

I vote #Louies for #BestFanArmy at #iHeartAwards",ريپلاي هاي اينو برسونين ٩٠٠ اتحاد نيستتت كه لعنتي يه پا ارتشيمi voe  louies fo  besfanamy a  iheaawads,ريپلاي هاي اينو برسونين ٩٠٠ اتحاد نيستتت كه لعنتي يه پا ارتشيمi voe  louies fo  besfanamy a  iheaawads,"['ريپلاي', 'هاي', 'اينو', 'برسونين', '٩٠٠', 'اتحاد', 'نيستتت', 'كه', 'لعنتي', 'يه', 'پا', 'ارتشيمi', 'voe', 'louies', 'fo', 'besfanamy', 'a', 'iheaawads']"
@nikoo_daily @mostafatajzade تو دیگه گوز کدوم کونی ابله؟؟,تو دیگه گوز کدوم کونی ابله,تو دیگه گوز کدوم کونی ابله,"['تو', 'دیگه', 'گوز', 'کدوم', 'کونی', 'ابله']"
اینو یادتونه ؟! https://t.co/OJvLIB4nvn,اینو یادتونه,اینو یادتونه,"['اینو', 'یادتونه']"
"RT @AliReza9119: صف بندی را ببینید؛
رئیسی، سعید جلیلی، سعید محمد، زاکانی و...
جهانگیری،لاریجانی،آخوندی،محسن هاشمی و...

تمام انقلابی‌گری در…",صف بندی را ببینید؛رئیسی سعید جلیلی سعید محمد زاکانی وجهانگیریلاریجانیآخوندیمحسن هاشمی وتمام انقلابی‌گری در,صف بندی را ببینید؛رئیسی سعید جلیلی سعید محمد زاکانی وجهانگیریلاریجانیآخوندیمحسن هاشمی وتمام انقلابیگری در,"['صف', 'بندی', 'را', 'ببینید', '؛', 'رئیسی', 'سعید', 'جلیلی', 'سعید', 'محمد', 'زاکانی', 'وجهانگیریلاریجانیآخوندیمحسن', 'هاشمی', 'وتمام', 'انقلابیگری', 'در']"
@mahiiiix خب چون لبخندت زیباس :)),خب چون لبخندت زیباس,خب چون لبخندت زیباس,"['خب', 'چون', 'لبخندت', 'زیباس']"
"هي ايديتو ميبينم خندم ميگيره😂

I vote #Louies for #BestFanArmy at #iHeartAwards",هي ايديتو ميبينم خندم ميگيرهi voe  louies fo  besfanamy a  iheaawads,هي ايديتو ميبينم خندم ميگيرهi voe  louies fo  besfanamy a  iheaawads,"['هي', 'ايديتو', 'ميبينم', 'خندم', 'ميگيرهi', 'voe', 'louies', 'fo', 'besfanamy', 'a', 'iheaawads']"
RT @mim_cheee: اسحاق جهانگیری : آمده‌ام با ایجاد رشد اقتصادی😂😂😂😂😂😂😂😂😂😂، مهار تورم😂😂😂😂😂😂، شفافیت😂😂😂😂😂😂😂😂😂😂 و مبارزه با فساد😂😂😂😂😂😂😂😂😂، از حقو…,اسحاق جهانگیری  آمده‌ام با ایجاد رشد اقتصادی مهار تورم شفافیت و مبارزه با فساد از حقو,اسحاق جهانگیری  آمدهام با ایجاد رشد اقتصادی مهار تورم شفافیت و مبارزه با فساد از حقو,"['اسحاق', 'جهانگیری', 'آمدهام', 'با', 'ایجاد', 'رشد', 'اقتصادی', 'مهار', 'تورم', 'شفافیت', 'و', 'مبارزه', 'با', 'فساد', 'از', 'حقو']"
@Hasti_army_ اون مصاحبه هارو کجا میشه دقیق دید ؟,اون مصاحبه هارو کجا میشه دقیق دید,اون مصاحبه هارو کجا میشه دقیق دید,"['اون', 'مصاحبه', 'هارو', 'کجا', 'میشه', 'دقیق', 'دید']"
"@Amiremoonam1 @kechibshe باب بخدا زشته...
هممونو یه مشت کیر متحرک دارن نشون مردم میدن",باب بخدا زشتههممونو یه مشت کیر متحرک دارن نشون مردم میدن,باب بخدا زشتههممونو یه مشت کیر متحرک دارن نشون مردم میدن,"['باب', 'بخدا', 'زشتههممونو', 'یه', 'مشت', 'کیر', 'متحرک', 'دارن', 'نشون', 'مردم', 'میدن']"
